symbipredict_column,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321
abnormal_menstruation,cc_abnormallab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dischromic _patches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watering_from_eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
increased_appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyuria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
family_history,screeningandhistoryofmentalhealthan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mucoid_sputum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rusty_sputum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lack_of_concentration,ecodesadverseeffectsofmedicalcare,ecodesadverseeffectsofmedicaldrugs,ecodesplaceofoccurrence,screeningandhistoryofmentalhealthan,cc_lossofconsciousness,cc_seizure-priorhxof,cc_shortnessofbreath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visual_disturbances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
receiving_blood_transfusion,whtblooddx,bloodua_last,"bloodculture,routine_last",bloodua_npos,"bloodculture,routine_npos",bloodua_count,"bloodculture,routine_count",meds_blood,cc_decreasedbloodsugar-symptomatic,cc_elevatedbloodsugar-nosymptoms,cc_elevatedbloodsugar-symptomatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
receiving_unsterile_injections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coma,comabrndmg,glaucoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stomach_bleeding,cc_bleeding/bruising,cc_gibleeding,cc_rectalbleeding,cc_vaginalbleeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distention_of_abdomen,ecodesadverseeffectsofmedicalcare,ecodesadverseeffectsofmedicaldrugs,ecodesplaceofoccurrence,screeningandhistoryofmentalhealthan,cc_abdominaldistention,cc_lossofconsciousness,cc_seizure-priorhxof,cc_shortnessofbreath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
history_of_alcohol_consumption,alcoholrelateddisorders,ecodesadverseeffectsofmedicalcare,ecodesadverseeffectsofmedicaldrugs,ecodesplaceofoccurrence,screeningandhistoryofmentalhealthan,cc_alcoholintoxication,cc_alcoholproblem,cc_drug/alcoholassessment,cc_lossofconsciousness,cc_seizure-priorhxof,cc_shortnessofbreath,cc_withdrawal-alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fluid_overload.1,fluidelcdx,cc_bodyfluidexposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blood_in_sputum,insurance_status,arrivalhour_bin,abdomnlpain,blindness,brainnscan,chestpain,crushinjury,disordersusuallydiagnosedininfancych,dizziness,dminpreg,ecodesdrowningsubmersion,ecodesmachinery,ecodespoisoning,ecodesstruckbyagainst,eyeinfectn,feminfertil,hivinfectn,hodgkinsds,htninpreg,inducabortn,infectarth,influenza,infmalegen,intestinfct,intobstruct,intracrninj,jointinjury,maintchemr,meningitis,obrelatedperintrauma,othbactinf,othcnsinfx,otherinjury,otherpregnancyanddeliveryincludingnormal,othinfectns,othskindx,othveindx,otinflskin,otjointdx,otperintdx,otuprspin,parkinsons,perintjaund,retinaldx,screeningandhistoryofmentalhealthan,septicemiaexceptinlabor,sexualinfxs,skininfectn,skinmelanom,socialadmin,spincorinj,sprain,suicideandintentionalselfinflictedin,superficinj,ulcerskin,urinstone,urinyorgca,viralinfect,whtblooddx,alanineaminotransferase(alt)_last,albumin_last,aspartateaminotransferase(ast)_last,"benzodiazepinesscreen,urine,noconf._last",bilirubindirect_last,bilirubintotal_last,creatinine_last,eosinoabs_last,globulin_last,hemoglobin_last,inr_last,"phencyclidine(pcp)screen,urine,noconf._last",poccreatinine_last,poctroponini._last,proteintotal_last,prothrombintime_last,troponini(poc)_last,troponint_last,absolutelymphocytecount_min,acetonebld_min,alanineaminotransferase(alt)_min,albumin_min,alkphos_min,anc(absneutrophilcount)_min,aniongap_min,aspartateaminotransferase(ast)_min,"b-typenatriureticpeptide,pro(probnp)_min",baseexcess(poc)_min,"baseexcess,venous(poc)_min",basos_min,basosabs_min,"benzodiazepinesscreen,urine,noconf._min",bilirubindirect_min,bilirubintotal_min,bun_min,bun/creatratio_min,calcium_min,calculatedco2(poc)_min,calculatedhco3(poc)i_min,calculatedo2saturation(poc)_min,chloride_min,cktotal_min,co2_min,"co2calculated,venous(poc)_min","co2,poc_min",creatinine_min,d-dimer_min,egfr_min,egfr(nonafricanamerican)_min,egfr(aframer)_min,eos_min,eosinoabs_min,epithelialcells_min,globulin_min,glucose_min,"glucose,meter_min","hco3calculated,venous(poc)_min",hematocrit_min,hemoglobin_min,immaturegrans(abs)_min,immaturegranulocytes_min,inr_min,"lactate,poc_min",lipase_min,lymphs_min,magnesium_min,mch_min,mchc_min,mcv_min,monocytes_min,monosabs_min,mpv_min,neutrophils_min,nrbc_min,nrbcabsolute_min,"o2satcalculated,venous(poc)_min",pco2(poc)_min,"pco2,venous(poc)_min","ph,venous(poc)_min","phencyclidine(pcp)screen,urine,noconf._min",phosphorus_min,platelets_min,po2(poc)_min,"po2,venous(poc)_min",pocbun_min,poccreatinine_min,pocglucose_min,pochematocrit_min,pocionizedcalcium_min,pocph_min,pocpotassium_min,pocsodium_min,poctroponini._min,potassium_min,proteintotal_min,prothrombintime_min,ptt_min,rbc_min,rbc/hpf_min,rdw_min,sodium_min,troponini(poc)_min,troponint_min,tsh_min,wbc_min,wbc/hpf_min,alanineaminotransferase(alt)_max,albumin_max,aspartateaminotransferase(ast)_max,"benzodiazepinesscreen,urine,noconf._max",bilirubindirect_max,bilirubintotal_max,creatinine_max,eosinoabs_max,globulin_max,hemoglobin_max,inr_max,"phencyclidine(pcp)screen,urine,noconf._max",poccreatinine_max,poctroponini._max,proteintotal_max,prothrombintime_max,troponini(poc)_max,troponint_max,alanineaminotransferase(alt)_median,albumin_median,aspartateaminotransferase(ast)_median,"benzodiazepinesscreen,urine,noconf._median",bilirubindirect_median,bilirubintotal_median,creatinine_median,eosinoabs_median,globulin_median,hemoglobin_median,inr_median,"phencyclidine(pcp)screen,urine,noconf._median",poccreatinine_median,poctroponini._median,proteintotal_median,prothrombintime_median,troponini(poc)_median,troponint_median,bloodua_last,proteinua_last,"bloodculture,routine_last","urineculture,routine_last",bloodua_npos,proteinua_npos,"bloodculture,routine_npos","urineculture,routine_npos",bloodua_count,proteinua_count,"bloodculture,routine_count","urineculture,routine_count",pulse_min,resp_min,spo2_min,temp_min,sbp_min,dbp_min,o2_device_min,meds_analgesicandantihistaminecombination,meds_antihistamineanddecongestantcombination,meds_antihistamines,meds_antiinfectives,meds_antiinfectives/miscellaneous,meds_antineoplastics,meds_antiparkinsondrugs,meds_blood,meds_colonystimulatingfactors,meds_gastrointestinal,meds_investigational,meds_pre-natalvitamins,meds_skinpreps,meds_smokingdeterrents,meds_vitamins,cc_abdominalcramping,cc_abdominaldistention,cc_abdominalpain,cc_abdominalpainpregnant,cc_alcoholintoxication,cc_ankleinjury,cc_anklepain,cc_arminjury,cc_armpain,cc_armswelling,cc_backpain,cc_bleeding/bruising,cc_breastpain,cc_breathingdifficulty,cc_breathingproblem,cc_chestpain,cc_decreasedbloodsugar-symptomatic,cc_dentalpain,cc_dizziness,cc_earpain,cc_elbowpain,cc_elevatedbloodsugar-nosymptoms,cc_elevatedbloodsugar-symptomatic,cc_epigastricpain,cc_eyeinjury,cc_eyepain,cc_facialinjury,cc_facialpain,cc_facialswelling,cc_fingerinjury,cc_fingerpain,cc_fingerswelling,cc_flankpain,cc_footinjury,cc_footpain,cc_footswelling,cc_foreignbodyineye,cc_gibleeding,cc_groinpain,cc_hallucinations,cc_handinjury,cc_handpain,cc_headache-recurrentorknowndxmigraines,cc_headinjury,cc_hippain,cc_influenza,cc_ingestion,cc_insectbite,cc_jawpain,cc_jointswelling,cc_kneeinjury,cc_kneepain,cc_leginjury,cc_legpain,cc_legswelling,cc_medicalscreening,cc_migraine,cc_neckpain,cc_oralswelling,cc_overdose-intentional,cc_pain,cc_pelvicpain,cc_poisoning,cc_rectalbleeding,cc_rectalpain,cc_ribinjury,cc_ribpain,cc_shoulderinjury,cc_shoulderpain,cc_sicklecellpain,cc_sinusproblem,cc_skinirritation,cc_skinproblem,cc_testiclepain,cc_thumbinjury,cc_toeinjury,cc_toepain,cc_urinaryfrequency,cc_urinaryretention,cc_urinarytractinfection,cc_vaginalbleeding,cc_vaginaldischarge,cc_vaginalpain,cc_wheezing,cc_woundinfection,cc_wristinjury,cc_wristpain
prominent_veins_on_calf,religion,disposition,arrivalmonth,asppneumon,attentiondeficitconductdisruptivebeha,bonectcncr,bronchitis,chfnonhp,coloncancer,conduction,contraceptiv,coronathero,ecodesdrowningsubmersion,ecodesnaturalenvironment,ecodespoisoning,ecodessuffocation,giconganom,guconganom,impulsecontroldisordersnec,longpregncy,malposition,nervcongan,nonepithca,nonhodglym,otbonedx,otconganom,otconntiss,parkinsons,peritonitis,personalitydisorders,pneumonia,poisnnonmed,poisonpsych,spontabortn,suicideandintentionalselfinflictedin,tonsillitis,urinstone,n_admissions,acetonebld_last,aniongap_last,"benzodiazepinesscreen,urine,noconf._last",calculatedo2saturation(poc)_last,egfr(nonafricanamerican)_last,monocytes_last,monosabs_last,"phencyclidine(pcp)screen,urine,noconf._last",pocionizedcalcium_last,poctroponini._last,troponini(poc)_last,troponint_last,acetonebld_min,aniongap_min,"benzodiazepinesscreen,urine,noconf._min",calculatedo2saturation(poc)_min,egfr(nonafricanamerican)_min,monocytes_min,monosabs_min,"phencyclidine(pcp)screen,urine,noconf._min",pocionizedcalcium_min,poctroponini._min,troponini(poc)_min,troponint_min,acetonebld_max,aniongap_max,"benzodiazepinesscreen,urine,noconf._max",calculatedo2saturation(poc)_max,egfr(nonafricanamerican)_max,monocytes_max,monosabs_max,"phencyclidine(pcp)screen,urine,noconf._max",pocionizedcalcium_max,poctroponini._max,troponini(poc)_max,troponint_max,acetonebld_median,aniongap_median,"benzodiazepinesscreen,urine,noconf._median",calculatedo2saturation(poc)_median,egfr(nonafricanamerican)_median,monocytes_median,monosabs_median,"phencyclidine(pcp)screen,urine,noconf._median",pocionizedcalcium_median,poctroponini._median,troponini(poc)_median,troponint_median,ketonesua_last,ketonesua_npos,ketonesua_count,meds_analgesicandantihistaminecombination,meds_antihistamineanddecongestantcombination,meds_antiparkinsondrugs,meds_autonomicdrugs,meds_colonystimulatingfactors,meds_contraceptives,meds_cough/coldpreparations,meds_hormones,meds_investigational,"meds_miscellaneousmedicalsupplies,devices,non-drug",cc_abdominaldistention,cc_addictionproblem,cc_agitation,cc_alcoholintoxication,cc_allergicreaction,cc_blurredvision,cc_confusion,cc_conjunctivitis,cc_constipation,cc_dehydration,cc_depression,cc_detoxevaluation,cc_extremitylaceration,cc_faciallaceration,cc_hallucinations,cc_headache-newonsetornewsymptoms,cc_headachere-evaluation,cc_headlaceration,cc_hypertension,cc_hypotension,cc_ingestion,cc_laceration,cc_lossofconsciousness,cc_medicationproblem,cc_medicationrefill,cc_nasalcongestion,cc_overdose-intentional,cc_palpitations,cc_poisoning,cc_psychiatricevaluation,cc_seizure-newonset,cc_skinirritation,cc_unresponsive,cc_urinaryretention,cc_urinarytractinfection,cc_woundinfection,cc_woundre-evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
palpitations,cc_palpitations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
painful_walking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pus_filled_pimples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackheads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scurring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skin_peeling,othskindx,otinflskin,skininfectn,skinmelanom,ulcerskin,meds_skinpreps,cc_skinirritation,cc_skinproblem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silver_like_dusting,cc_coldlikesymptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
